L,rate
3.85,17658.109830854897
3.86,17657.82306855683
3.87,17657.53623285502
3.88,17657.249323699314
3.89,17656.96234103952
3.9,17656.675284825476
3.91,17656.388155006993
3.92,17656.1009515339
3.93,17655.813674355966
3.94,17655.526323422986
3.95,17655.23889868475
3.96,17654.951400091035
3.97,17654.663827591616
3.98,17654.37618113622
3.99,17654.088460674604
4.0,17653.800666156545
4.01,17653.512797531723
4.02,17653.22485474986
4.03,17652.9368377607
4.04,17652.64874651392
4.05,17652.360580959255
4.06,17652.07234104635
4.07,17651.784026724898
4.08,17651.495637944565
4.09,17651.20717465502
4.1,17650.91863680591
4.11,17650.630024346854
4.12,17650.341337227528
4.13,17650.052575397556
4.14,17649.763738806505
4.15,17649.47482740403
4.16,17649.185841139697
4.17,17648.89677996314
4.18,17648.60764382389
4.19,17648.318432671567
4.2,17648.029146455698
4.21,17647.739785125857
4.22,17647.45034863157
4.23,17647.160836922412
4.24,17646.871249947864
4.25,17646.58158765748
4.26,17646.29185000077
4.27,17646.002036927242
4.28,17645.712148386338
4.29,17645.422184327603
4.3,17645.132144700492
4.31,17644.842029454456
4.32,17644.55183853898
4.33,17644.261571903487
4.34,17643.97122949743
4.35,17643.680811270264
4.36,17643.390317171357
4.37,17643.099747150158
4.38,17642.80910115607
4.39,17642.51837913848
4.4,17642.227581046773
4.41,17641.93670683034
4.42,17641.645756438542
4.43,17641.354729820727
4.44,17641.063626926287
4.45,17640.772447704505
4.46,17640.481192104777
4.47,17640.189860076356
4.48,17639.898451568617
4.49,17639.606966530828
4.5,17639.315404912308
4.51,17639.023766662354
4.52,17638.732051730203
4.53,17638.440260065167
4.54,17638.14839161651
4.55,17637.856446333444
4.56,17637.564424165223
4.57,17637.27232506112
4.58,17636.98014897033
4.59,17636.68789584206
4.6,17636.395565625528
4.61,17636.10315826995
4.62,17635.810673724474
4.63,17635.518111938327
4.64,17635.225472860653
4.65,17634.932756440594
4.66,17634.639962627345
4.67,17634.347091370026
4.68,17634.054142617795
4.69,17633.761116319733
4.7,17633.468012424994
4.71,17633.174830882668
4.72,17632.881571641843
4.73,17632.58823465164
4.74,17632.294819861112
4.75,17632.001327219346
4.76,17631.707756675398
4.77,17631.41410817832
4.78,17631.12038167715
4.79,17630.82657712093
4.8,17630.532694458674
4.81,17630.238733639402
4.82,17629.944694612128
4.83,17629.650577325858
4.84,17629.356381729558
4.85,17629.06210777222
4.86,17628.7677554028
4.87,17628.473324570277
4.88,17628.178815223586
4.89,17627.884227311708
4.9,17627.58956078351
4.91,17627.294815587975
4.92,17626.999991673965
4.93,17626.705088990446
4.94,17626.410107486266
4.95,17626.115047110325
4.96,17625.81990781151
4.97,17625.524689538695
4.98,17625.22939224071
4.99,17624.93401586644
5.0,17624.638560364714
5.01,17624.34302568432
5.02,17624.04741177415
5.03,17623.751718582982
5.04,17623.4559460596
5.05,17623.16009415285
5.06,17622.86416281144
5.07,17622.56815198424
5.08,17622.272061619944
5.09,17621.975891667324
5.1,17621.67964207516
5.11,17621.38331279214
5.12,17621.08690376704
5.13,17620.790414948555
5.14,17620.493846285393
5.15,17620.197197726255
5.16,17619.900469219854
5.17,17619.60366071484
5.18,17619.306772159904
5.19,17619.009803503708
5.2,17618.71275469491
5.21,17618.415625682133
5.22,17618.118416414036
5.23,17617.821126839226
5.24,17617.52375690635
5.25,17617.22630656399
5.26,17616.928775760724
5.27,17616.631164445174
5.28,17616.333472565908
5.29,17616.035700071505
5.3,17615.737846910502
5.31,17615.439913031456
5.32,17615.14189838291
5.33,17614.84380291342
5.34,17614.545626571464
5.35,17614.24736930558
5.36,17613.949031064283
5.37,17613.650611796016
5.38,17613.352111449312
5.39,17613.053529972647
5.4,17612.754867314445
5.41,17612.456123423173
5.42,17612.157298247323
5.43,17611.858391735255
5.44,17611.559403835465
5.45,17611.260334496317
5.46,17610.961183666266
5.47,17610.661951293678
5.48,17610.362637326958
5.49,17610.06324171445
5.5,17609.76376440457
5.51,17609.464205345656
5.52,17609.164564486047
5.53,17608.86484177411
5.54,17608.565037158154
5.55,17608.265150586507
5.56,17607.965182007487
5.57,17607.66513136938
5.58,17607.36499862051
5.59,17607.064783709113
5.6,17606.764486583517
5.61,17606.46410719193
5.62,17606.16364548264
5.63,17605.8631014039
5.64,17605.562474903913
5.65,17605.26176593092
5.66,17604.960974433143
5.67,17604.66010035877
5.68,17604.35914365602
5.69,17604.05810427307
5.7,17603.756982158073
5.71,17603.45577725923
5.72,17603.154489524684
5.73,17602.853118902578
5.74,17602.551665341056
5.75,17602.25012878826
5.76,17601.94850919229
5.77,17601.646806501238
5.78,17601.34502066324
5.79,17601.04315162635
5.8,17600.74119933868
5.81,17600.439163748288
5.82,17600.137044803232
5.83,17599.834842451564
5.84,17599.532556641316
5.85,17599.23018732051
5.86,17598.927734437202
5.87,17598.625197939393
5.88,17598.322577775038
5.89,17598.019873892197
5.9,17597.717086238797
5.91,17597.414214762844
5.92,17597.11125941229
5.93,17596.808220135077
5.94,17596.50509687916
5.95,17596.20188959246
5.96,17595.89859822293
5.97,17595.595222718435
5.98,17595.29176302692
5.99,17594.988219096245
6.0,17594.684590874323
6.01,17594.38087830901
6.02,17594.077081348176
6.03,17593.77319993968
6.04,17593.469234031352
6.05,17593.16518357103
6.06,17592.861048506533
6.07,17592.5568287857
6.08,17592.252524356303
6.09,17591.948135166163
6.1,17591.64366116304
6.11,17591.339102294733
6.12,17591.034458509002
6.13,17590.729729753602
6.14,17590.424915976248
6.15,17590.120017124704
6.16,17589.815033146704
6.17,17589.509963989938
6.18,17589.204809602114
6.19,17588.89956993093
6.2,17588.59424492409
6.21,17588.28883452925
6.22,17587.983338694077
6.23,17587.677757366215
6.24,17587.372090493347
6.25,17587.066338023073
6.26,17586.760499903023
6.27,17586.45457608082
6.28,17586.14856650407
6.29,17585.842471120366
6.3,17585.53628987727
6.31,17585.230022722397
6.32,17584.923669603286
6.33,17584.61723046752
6.34,17584.310705262615
6.35,17584.0040939361
6.36,17583.69739643552
6.37,17583.390612708383
6.38,17583.083742702198
6.39,17582.776786364462
6.4,17582.46974364263
6.41,17582.16261448421
6.42,17581.855398836673
6.43,17581.548096647442
6.44,17581.240707863963
6.45,17580.933232433694
6.46,17580.62567030403
6.47,17580.31802142242
6.48,17580.010285736258
6.49,17579.702463192916
6.5,17579.39455373978
6.51,17579.086557324237
6.52,17578.778473893643
6.53,17578.470303395356
6.54,17578.16204577671
6.55,17577.853700985048
6.56,17577.5452689677
6.57,17577.236749671945
6.58,17576.928143045105
6.59,17576.6194490345
6.6,17576.31066758736
6.61,17576.001798650992
6.62,17575.692842172626
6.63,17575.383798099552
6.64,17575.07466637898
6.65,17574.76544695817
6.66,17574.45613978429
6.67,17574.146744804613
6.68,17573.8372619663
6.69,17573.527691216535
6.7,17573.218032502547
6.71,17572.908285771427
6.72,17572.598450970407
6.73,17572.288528046585
6.74,17571.97851694713
6.75,17571.668417619167
6.76,17571.358230009795
6.77,17571.047954066136
6.78,17570.737589735276
6.79,17570.42713696432
6.8,17570.116595700336
6.81,17569.805965890373
6.82,17569.495247481507
6.83,17569.184440420777
6.84,17568.873544655235
6.85,17568.56256013186
6.86,17568.251486797715
6.87,17567.9403245998
6.88,17567.62907348508
6.89,17567.317733400538
6.9,17567.006304293176
6.91,17566.694786109943
6.92,17566.383178797787
6.93,17566.07148230365
6.94,17565.759696574452
6.95,17565.447821557165
6.96,17565.135857198635
6.97,17564.823803445797
6.98,17564.51166024555
6.99,17564.19942754475
7.0,17563.88710529027
7.01,17563.574693428985
7.02,17563.262191907714
7.03,17562.949600673313
7.04,17562.636919672623
7.05,17562.324148852436
7.06,17562.011288159563
7.07,17561.69833754082
7.08,17561.38529694297
7.09,17561.0721663128
7.1,17560.758945597085
7.11,17560.44563474253
7.12,17560.132233695927
7.13,17559.81874240401
7.14,17559.50516081348
7.15,17559.191488871056
7.16,17558.877726523442
7.17,17558.563873717314
7.18,17558.249930399405
7.19,17557.935896516305
7.2,17557.621772014725
7.21,17557.30755684132
7.22,17556.993250942676
7.23,17556.678854265498
7.24,17556.364366756326
7.25,17556.049788361834
7.26,17555.735119028566
7.27,17555.420358703137
7.28,17555.105507332104
7.29,17554.790564862073
7.3,17554.47553123954
7.31,17554.160406411076
7.32,17553.84519032322
7.33,17553.529882922474
7.34,17553.214484155364
7.35,17552.898993968396
7.36,17552.583412308064
7.37,17552.267739120824
7.38,17551.951974353145
7.39,17551.63611795152
7.4,17551.320169862363
7.41,17551.004130032125
7.42,17550.68799840724
7.43,17550.3717749341
7.44,17550.055459559146
7.45,17549.73905222874
7.46,17549.42255288927
7.47,17549.105961487137
7.48,17548.789277968666
7.49,17548.47250228021
7.5,17548.155634368162
7.51,17547.838674178794
7.52,17547.52162165845
7.53,17547.204476753435
7.54,17546.887239410065
7.55,17546.56990957458
7.56,17546.25248719332
7.57,17545.93497221251
7.58,17545.61736457842
7.59,17545.299664237282
7.6,17544.981871135333
7.61,17544.663985218802
7.62,17544.346006433923
7.63,17544.02793472685
7.64,17543.70977004379
7.65,17543.391512330953
7.66,17543.07316153448
7.67,17542.75471760053
7.68,17542.436180475263
7.69,17542.117550104816
7.7,17541.798826435286
7.71,17541.480009412826
7.72,17541.161098983543
7.73,17540.842095093496
7.74,17540.52299768879
7.75,17540.20380671548
7.76,17539.88452211965
7.77,17539.565143847325
7.78,17539.24567184456
7.79,17538.92610605741
7.8,17538.606446431844
7.81,17538.286692913905
7.82,17537.96684544955
7.83,17537.6469039848
7.84,17537.326868465618
7.85,17537.006738837972
7.86,17536.68651504781
7.87,17536.366197041076
7.88,17536.045784763697
7.89,17535.725278161604
7.9,17535.404677180653
7.91,17535.08398176682
7.92,17534.763191865957
7.93,17534.442307423942
7.94,17534.121328386642
7.95,17533.800254699894
7.96,17533.47908630956
7.97,17533.157823161477
7.98,17532.836465201442
7.99,17532.515012375294
8.0,17532.19346462881
8.01,17531.87182190779
8.02,17531.550084158014
8.03,17531.228251325247
8.04,17530.906323355237
8.05,17530.584300193736
8.06,17530.262181786467
8.07,17529.93996807916
8.08,17529.617659017542
8.09,17529.295254547294
8.1,17528.972754614115
8.11,17528.650159163684
8.12,17528.32746814164
8.13,17528.004681493687
8.14,17527.68179916543
8.15,17527.358821102534
8.16,17527.03574725061
8.17,17526.712577555278
8.18,17526.3893119621
8.19,17526.06595041671
8.2,17525.74249286468
8.21,17525.41893925157
8.22,17525.095289522957
8.23,17524.771543624363
8.24,17524.447701501314
8.25,17524.123763099367
8.26,17523.799728364007
8.27,17523.47559724076
8.28,17523.151369675095
8.29,17522.827045612466
8.3,17522.502624998426
8.31,17522.17810777835
8.32,17521.853493897735
8.33,17521.528783301976
8.34,17521.20397593652
8.35,17520.879071746782
8.36,17520.554070678172
8.37,17520.228972676032
8.38,17519.903777685766
8.39,17519.578485652783
8.4,17519.253096522396
8.41,17518.92761023997
8.42,17518.602026750832
8.43,17518.276346000283
8.44,17517.950567933676
8.45,17517.624692496294
8.46,17517.298719633414
8.47,17516.972649290317
8.48,17516.646481412296
8.49,17516.320215944583
8.5,17515.993852832424
8.51,17515.66739202106
8.52,17515.34083345571
8.53,17515.01417708159
8.54,17514.6874228439
8.55,17514.360570687822
8.56,17514.03362055853
8.57,17513.706572401188
8.58,17513.379426160976
8.59,17513.052181783023
8.6,17512.724839212435
8.61,17512.397398394376
8.62,17512.069859273935
8.63,17511.74222179622
8.64,17511.41448590629
8.65,17511.086651549234
8.66,17510.75871867015
8.67,17510.43068721404
8.68,17510.102557125985
8.69,17509.77432835101
8.7,17509.44600083408
8.71,17509.117574520285
8.72,17508.78904935457
8.73,17508.460425281963
8.74,17508.13170224737
8.75,17507.802880195806
8.76,17507.473959072202
8.77,17507.14493882153
8.78,17506.81581938866
8.79,17506.48660071856
8.8,17506.157282756107
8.81,17505.82786544622
8.82,17505.498348733752
8.83,17505.16873256361
8.84,17504.8390168806
8.85,17504.509201629644
8.86,17504.179286755512
8.87,17503.849272203068
8.88,17503.51915791712
8.89,17503.18894384246
8.9,17502.85862992389
8.91,17502.528216106188
8.92,17502.197702334128
8.93,17501.86708855244
8.94,17501.536374705902
8.95,17501.20556073925
8.96,17500.87464659716
8.97,17500.543632224402
8.98,17500.212517565644
8.99,17499.881302565598
9.0,17499.549987168895
9.01,17499.218571320238
9.02,17498.887054964285
9.03,17498.555438045656
9.04,17498.223720509
9.05,17497.891902298925
9.06,17497.55998336005
9.07,17497.227963636953
9.08,17496.895843074242
9.09,17496.56362161647
9.1,17496.2312992082
9.11,17495.89887579401
9.12,17495.5663513184
9.13,17495.233725725928
9.14,17494.900998961086
9.15,17494.568170968396
9.16,17494.235241692357
9.17,17493.90221107741
9.18,17493.56907906807
9.19,17493.23584560879
9.2,17492.902510643973
9.21,17492.5690741181
9.22,17492.23553597558
9.23,17491.901896160813
9.24,17491.56815461823
9.25,17491.23431129216
9.26,17490.900366127033
9.27,17490.56631906721
9.28,17490.232170057036
9.29,17489.897919040835
9.3,17489.56356596295
9.31,17489.229110767705
9.32,17488.894553399427
9.33,17488.559893802347
9.34,17488.2251319208
9.35,17487.890267699066
9.36,17487.555301081367
9.37,17487.220232011976
9.38,17486.885060435146
9.39,17486.549786295047
9.4,17486.214409535947
9.41,17485.87893010202
9.42,17485.543347937473
9.43,17485.207662986482
9.44,17484.871875193185
9.45,17484.53598450177
9.46,17484.199990856367
9.47,17483.863894201113
9.48,17483.527694480126
9.49,17483.191391637505
9.5,17482.854985617363
9.51,17482.51847636377
9.52,17482.1818638208
9.53,17481.845147932538
9.54,17481.508328642994
9.55,17481.171405896253
9.56,17480.834379636308
9.57,17480.497249807184
9.58,17480.160016352864
9.59,17479.822679217363
9.6,17479.485238344663
9.61,17479.14769367868
9.62,17478.810045163445
9.63,17478.472292742845
9.64,17478.13443636085
9.65,17477.796475961357
9.66,17477.458411488275
9.67,17477.120242885518
9.68,17476.781970096938
9.69,17476.443593066422
9.7,17476.10511173785
9.71,17475.766526055064
9.72,17475.427835961873
9.73,17475.08904140211
9.74,17474.75014231964
9.75,17474.41113865823
9.76,17474.072030361633
9.77,17473.73281737367
9.78,17473.39349963809
9.79,17473.05407709865
9.8,17472.714549699114
9.81,17472.37491738316
9.82,17472.03518009458
9.83,17471.695337777026
9.84,17471.355390374214
9.85,17471.015337829802
9.86,17470.67518008749
9.87,17470.33491709094
9.88,17469.99454878377
9.89,17469.65407510963
9.9,17469.313496012142
9.91,17468.972811434935
9.92,17468.632021321573
9.93,17468.29112561565
9.94,17467.95012426078
9.95,17467.609017200488
9.96,17467.26780437833
9.97,17466.926485737877
9.98,17466.58506122261
9.99,17466.243530776082
10.0,17465.90189434177
10.01,17465.560151863185
10.02,17465.2183032838
10.03,17464.876348547088
10.04,17464.534287596485
10.05,17464.192120375454
10.06,17463.849846827412
10.07,17463.50746689578
10.08,17463.16498052401
10.09,17462.822387655422
10.1,17462.479688233467
10.11,17462.136882201463
10.12,17461.793969502807
10.13,17461.450950080827
10.14,17461.107823878872
10.15,17460.764590840256
10.16,17460.421250908297
10.17,17460.07780402627
10.18,17459.734250137524
10.19,17459.390589185252
10.2,17459.04682111278
10.21,17458.702945863308
10.22,17458.358963380135
10.23,17458.01487360644
10.24,17457.670676485468
10.25,17457.3263719604
10.26,17456.98195997442
10.27,17456.63744047073
10.28,17456.292813392487
10.29,17455.948078682854
10.3,17455.60323628495
10.31,17455.258286141918
10.32,17454.913228196907
10.33,17454.56806239295
10.34,17454.2227886732
10.35,17453.87740698074
10.36,17453.531917258595
10.37,17453.186319449866
10.38,17452.840613497563
10.39,17452.494799344753
10.4,17452.148876934414
10.41,17451.802846209597
10.42,17451.456707113284
10.43,17451.110459588443
10.44,17450.76410357806
10.45,17450.417639025094
10.46,17450.07106587251
10.47,17449.724384063204
10.48,17449.377593540128
10.49,17449.03069424619
10.5,17448.683686124277
10.51,17448.33656911728
10.52,17447.98934316806
10.53,17447.64200821953
10.54,17447.294564214484
10.55,17446.947011095774
10.56,17446.599348806267
10.57,17446.25157728869
10.58,17445.903696485926
10.59,17445.55570634073
10.6,17445.207606795866
10.61,17444.859397794116
10.62,17444.51107927822
10.63,17444.162651190934
10.64,17443.814113474982
10.65,17443.46546607307
10.66,17443.11670892789
10.67,17442.767841982153
10.68,17442.418865178526
10.69,17442.069778459674
10.7,17441.720581768277
10.71,17441.371275046953
10.72,17441.021858238313
10.73,17440.672331284986
10.74,17440.322694129613
10.75,17439.97294671473
10.76,17439.623088982942
10.77,17439.273120876805
10.78,17438.923042338913
10.79,17438.572853311765
10.8,17438.222553737913
10.81,17437.872143559845
10.82,17437.52162272013
10.83,17437.170991161172
10.84,17436.82024882554
10.85,17436.469395655622
10.86,17436.118431593954
10.87,17435.767356582914
10.88,17435.416170564964
10.89,17435.064873482526
10.9,17434.713465277975
10.91,17434.36194589374
10.92,17434.010315272175
10.93,17433.65857335567
10.94,17433.306720086573
10.95,17432.95475540723
10.96,17432.60267926
10.97,17432.250491587143
10.98,17431.898192331
10.99,17431.54578143388
11.0,17431.193258838033
11.01,17430.840624485754
11.02,17430.487878319273
11.03,17430.135020280868
11.04,17429.782050312737
11.05,17429.42896835713
11.06,17429.075774356246
11.07,17428.722468252276
11.08,17428.36904998738
11.09,17428.015519503784
11.1,17427.661876743572
11.11,17427.308121648937
11.12,17426.954254162018
11.13,17426.600274224907
11.14,17426.24618177973
11.15,17425.89197676857
11.16,17425.537659133508
11.17,17425.183228816644
11.18,17424.82868575998
11.19,17424.474029905585
11.2,17424.11926119551
11.21,17423.764379571792
11.22,17423.409384976367
11.23,17423.054277351304
11.24,17422.69905663853
11.25,17422.34372278003
11.26,17421.988275717784
11.27,17421.632715393713
11.28,17421.277041749756
11.29,17420.92125472781
11.3,17420.565354269824
11.31,17420.209340317673
11.32,17419.85321281322
11.33,17419.49697169835
11.34,17419.140616914927
11.35,17418.78414840479
11.36,17418.42756610975
11.37,17418.070869971663
11.38,17417.714059932277
11.39,17417.357135933453
11.4,17417.00009791691
11.41,17416.64294582447
11.42,17416.285679597848
11.43,17415.92829917883
11.44,17415.570804509094
11.45,17415.213195530378
11.46,17414.855472184394
11.47,17414.497634412837
11.48,17414.13968215738
11.49,17413.781615359676
11.5,17413.423433961405
11.51,17413.065137904185
11.52,17412.706727129644
11.53,17412.348201579443
11.54,17411.9895611951
11.55,17411.630805918296
11.56,17411.271935690544
11.57,17410.91295045346
11.58,17410.553850148543
11.59,17410.194634717365
11.6,17409.83530410146
11.61,17409.47585824234
11.62,17409.11629708148
11.63,17408.756620560394
11.64,17408.39682862053
11.65,17408.0369212034
