L,rate
2.04,17714.14646712365
2.05,17713.84218912062
2.06,17713.537852956706
2.07,17713.23345857874
2.08,17712.92900593342
2.09,17712.624494967582
2.1,17712.319925627944
2.11,17712.015297861304
2.12,17711.710611614366
2.13,17711.405866833902
2.14,17711.101063466645
2.15,17710.796201459332
2.16,17710.491280758702
2.17,17710.186301311453
2.18,17709.881263064333
2.19,17709.576165964016
2.2,17709.27100995726
2.21,17708.96579499074
2.22,17708.660521011123
2.23,17708.355187965142
2.24,17708.049795799467
2.25,17707.744344460785
2.26,17707.438833895736
2.27,17707.13326405106
2.28,17706.827634873345
2.29,17706.52194630928
2.3,17706.216198305505
2.31,17705.910390808695
2.32,17705.60452376546
2.33,17705.29859712244
2.34,17704.992610826277
2.35,17704.686564823576
2.36,17704.38045906099
2.37,17704.074293485075
2.38,17703.7680680425
2.39,17703.461782679802
2.4,17703.15543734363
2.41,17702.849031980546
2.42,17702.54256653714
2.43,17702.236040959993
2.44,17701.929455195666
2.45,17701.622809190747
2.46,17701.316102891775
2.47,17701.009336245337
2.48,17700.702509197938
2.49,17700.39562169615
2.5,17700.088673686503
2.51,17699.78166511554
2.52,17699.474595929787
2.53,17699.16746607575
2.54,17698.86027549995
2.55,17698.5530241489
2.56,17698.245711969113
2.57,17697.938338907068
2.58,17697.63090490926
2.59,17697.323409922188
2.6,17697.01585389234
2.61,17696.70823676616
2.62,17696.40055849012
2.63,17696.09281901072
2.64,17695.785018274386
2.65,17695.47715622759
2.66,17695.169232816756
2.67,17694.86124798832
2.68,17694.553201688734
2.69,17694.24509386442
2.7,17693.936924461803
2.71,17693.62869342731
2.72,17693.320400707307
2.73,17693.012046248266
2.74,17692.703629996526
2.75,17692.3951518985
2.76,17692.086611900588
2.77,17691.77800994914
2.78,17691.46934599057
2.79,17691.160619971226
2.8,17690.851831837474
2.81,17690.54298153566
2.82,17690.234069012135
2.83,17689.925094213268
2.84,17689.616057085364
2.85,17689.3069575748
2.86,17688.99779562787
2.87,17688.688571190898
2.88,17688.37928421019
2.89,17688.069934632083
2.9,17687.76052240288
2.91,17687.451047468847
2.92,17687.141509776284
2.93,17686.8319092715
2.94,17686.522245900745
2.95,17686.212519610304
2.96,17685.90273034646
2.97,17685.592878055435
2.98,17685.282962683516
2.99,17684.972984176948
3.0,17684.662942481962
3.01,17684.352837544797
3.02,17684.04266931169
3.03,17683.73243772885
3.04,17683.422142742507
3.05,17683.111784298875
3.06,17682.80136234415
3.07,17682.49087682455
3.08,17682.180327686256
3.09,17681.86971487543
3.1,17681.559038338288
3.11,17681.248298020993
3.12,17680.937493869722
3.13,17680.62662583063
3.14,17680.315693849883
3.15,17680.004697873595
3.16,17679.693637847933
3.17,17679.382513719072
3.18,17679.071325433084
3.19,17678.760072936126
3.2,17678.4487561743
3.21,17678.137375093742
3.22,17677.825929640538
3.23,17677.514419760802
3.24,17677.202845400607
3.25,17676.891206506065
3.26,17676.57950302324
3.27,17676.26773489823
3.28,17675.955902077076
3.29,17675.644004505855
3.3,17675.33204213063
3.31,17675.020014897433
3.32,17674.70792275231
3.33,17674.395765641308
3.34,17674.083543510445
3.35,17673.77125630576
3.36,17673.45890397328
3.37,17673.14648645897
3.38,17672.83400370889
3.39,17672.521455668986
3.4,17672.208842285312
3.41,17671.896163503818
3.42,17671.583419270482
3.43,17671.270609531286
3.44,17670.957734232194
3.45,17670.64479331917
3.46,17670.331786738163
3.47,17670.018714435126
3.48,17669.705576356
3.49,17669.392372446713
3.5,17669.079102653188
3.51,17668.76576692137
3.52,17668.452365197158
3.53,17668.138897426474
3.54,17667.825363555185
3.55,17667.51176352922
3.56,17667.19809729447
3.57,17666.884364796806
3.58,17666.570565982107
3.59,17666.25670079625
3.6,17665.942769185076
3.61,17665.628771094474
3.62,17665.314706470264
3.63,17665.000575258306
3.64,17664.686377404436
3.65,17664.37211285449
3.66,17664.057781554275
3.67,17663.74338344963
3.68,17663.428918486345
3.69,17663.114386610243
3.7,17662.7997877671
3.71,17662.485121902722
3.72,17662.170388962917
3.73,17661.855588893413
3.74,17661.540721640024
3.75,17661.22578714847
3.76,17660.910785364555
3.77,17660.595716234002
3.78,17660.280579702576
3.79,17659.965375715987
3.8,17659.650104219985
3.81,17659.334765160314
3.82,17659.019358482645
3.83,17658.70388413273
3.84,17658.388342056256
3.85,17658.072732198918
3.86,17657.757054506405
3.87,17657.441308924437
3.88,17657.125495398657
3.89,17656.809613874724
3.9,17656.49366429834
3.91,17656.177646615142
3.92,17655.86156077077
3.93,17655.54540671088
3.94,17655.229184381118
3.95,17654.912893727113
3.96,17654.59653469449
3.97,17654.280107228842
3.98,17653.963611275798
3.99,17653.647046780945
4.0,17653.33041368992
4.01,17653.013711948282
4.02,17652.696941501614
4.03,17652.380102295498
4.04,17652.063194275488
4.05,17651.746217387157
4.06,17651.429171576077
4.07,17651.112056787766
4.08,17650.794872967806
4.09,17650.477620061687
4.1,17650.160298014976
4.11,17649.842906773167
4.12,17649.525446281776
4.13,17649.207916486335
4.14,17648.890317332323
4.15,17648.572648765243
4.16,17648.254910730553
4.17,17647.937103173786
4.18,17647.61922604037
4.19,17647.301279275784
4.2,17646.983262825488
4.21,17646.665176634946
4.22,17646.347020649584
4.23,17646.028794814847
4.24,17645.710499076165
4.25,17645.392133378955
4.26,17645.073697668657
4.27,17644.755191890657
4.28,17644.436615990384
4.29,17644.1179699132
4.3,17643.799253604524
4.31,17643.480467009722
4.32,17643.161610074163
4.33,17642.842682743234
4.34,17642.52368496228
4.35,17642.204616676645
4.36,17641.88547783171
4.37,17641.5662683728
4.38,17641.24698824523
4.39,17640.927637394365
4.4,17640.60821576546
4.41,17640.288723303896
4.42,17639.969159954926
4.43,17639.649525663855
4.44,17639.329820376002
4.45,17639.010044036622
4.46,17638.690196591015
4.47,17638.370277984417
4.48,17638.050288162114
4.49,17637.730227069365
4.5,17637.410094651375
4.51,17637.08989085344
4.52,17636.769615620764
4.53,17636.449268898563
4.54,17636.12885063207
4.55,17635.808360766507
4.56,17635.487799247046
4.57,17635.167166018924
4.58,17634.846461027286
4.59,17634.52568421735
4.6,17634.204835534285
4.61,17633.88391492324
4.62,17633.56292232939
4.63,17633.241857697893
4.64,17632.920720973885
4.65,17632.59951210251
4.66,17632.278231028904
4.67,17631.956877698172
4.68,17631.635452055438
4.69,17631.313954045843
4.7,17630.992383614437
4.71,17630.670740706373
4.72,17630.34902526669
4.73,17630.02723724047
4.74,17629.70537657282
4.75,17629.38344320879
4.76,17629.061437093435
4.77,17628.739358171795
4.78,17628.417206388945
4.79,17628.09498168991
4.8,17627.772684019696
4.81,17627.45031332335
4.82,17627.127869545864
4.83,17626.80535263225
4.84,17626.482762527554
4.85,17626.16009917671
4.86,17625.837362524715
4.87,17625.51455251657
4.88,17625.191669097214
4.89,17624.868712211624
4.9,17624.545681804757
4.91,17624.22257782157
4.92,17623.899400206974
4.93,17623.576148905922
4.94,17623.252823863346
4.95,17622.929425024155
4.96,17622.60595233325
4.97,17622.282405735536
4.98,17621.958785175928
4.99,17621.635090599295
5.0,17621.311321950525
5.01,17620.987479174488
5.02,17620.663562216057
5.03,17620.339571020053
5.04,17620.015505531363
5.05,17619.69136569484
5.06,17619.367151455306
5.07,17619.042862757553
5.08,17618.718499546456
5.09,17618.394061766798
5.1,17618.069549363376
5.11,17617.744962281013
5.12,17617.420300464488
5.13,17617.095563858562
5.14,17616.770752408047
5.15,17616.445866057675
5.16,17616.120904752242
5.17,17615.795868436468
5.18,17615.470757055085
5.19,17615.145570552875
5.2,17614.82030887454
5.21,17614.494971964796
5.22,17614.169559768383
5.23,17613.84407222997
5.24,17613.51850929428
5.25,17613.19287090601
5.26,17612.86715700982
5.27,17612.541367550384
5.28,17612.215502472387
5.29,17611.88956172049
5.3,17611.563545239318
5.31,17611.23745297356
5.32,17610.91128486781
5.33,17610.585040866717
5.34,17610.25872091488
5.35,17609.932324956946
5.36,17609.605852937504
5.37,17609.279304801174
5.38,17608.952680492494
5.39,17608.62597995606
5.4,17608.299203136507
5.41,17607.972349978332
5.42,17607.64542042613
5.43,17607.318414424437
5.44,17606.991331917798
5.45,17606.664172850746
5.46,17606.336937167824
5.47,17606.00962481353
5.48,17605.682235732394
5.49,17605.354769868933
5.5,17605.0272271676
5.51,17604.699607572904
5.52,17604.371911029346
5.53,17604.04413748137
5.54,17603.716286873445
5.55,17603.38835915006
5.56,17603.060354255616
5.57,17602.732272134588
5.58,17602.404112731405
5.59,17602.075875990482
5.6,17601.74756185623
5.61,17601.419170273082
5.62,17601.09070118541
5.63,17600.762154537646
5.64,17600.43353027413
5.65,17600.10482833928
5.66,17599.776048677442
5.67,17599.44719123299
5.68,17599.11825595028
5.69,17598.78924277364
5.7,17598.46015164742
5.71,17598.130982515955
5.72,17597.801735323563
5.73,17597.472410014543
5.74,17597.14300653322
5.75,17596.813524823898
5.76,17596.483964830837
5.77,17596.154326498337
5.78,17595.82460977068
5.79,17595.49481459214
5.8,17595.16494090693
5.81,17594.83498865935
5.82,17594.504957793597
5.83,17594.174848253933
5.84,17593.844659984596
5.85,17593.514392929756
5.86,17593.184047033683
5.87,17592.853622240516
5.88,17592.5231184945
5.89,17592.192535739785
5.9,17591.86187392056
5.91,17591.53113298101
5.92,17591.20031286527
5.93,17590.869413517503
5.94,17590.538434881866
5.95,17590.207376902465
5.96,17589.87623952346
5.97,17589.54502268896
5.98,17589.213726343063
5.99,17588.88235042988
6.0,17588.55089489352
6.01,17588.21935967806
6.02,17587.887744727577
6.03,17587.55604998615
6.04,17587.224275397824
6.05,17586.89242090668
6.06,17586.560486456732
6.07,17586.22847199203
6.08,17585.896377456636
6.09,17585.564202794514
6.1,17585.231947949742
6.11,17584.899612866277
6.12,17584.56719748812
6.13,17584.234701759277
6.14,17583.902125623696
6.15,17583.569469025402
6.16,17583.23673190832
6.17,17582.90391421641
6.18,17582.571015893638
6.19,17582.2380368839
6.2,17581.904977131173
6.21,17581.571836579365
6.22,17581.23861517238
6.23,17580.90531285412
6.24,17580.57192956851
6.25,17580.238465259412
6.26,17579.904919870707
6.27,17579.571293346286
6.28,17579.237585629988
6.29,17578.903796665672
6.3,17578.569926397216
6.31,17578.23597476843
6.32,17577.901941723143
6.33,17577.567827205195
6.34,17577.233631158368
6.35,17576.899353526514
6.36,17576.564994253396
6.37,17576.230553282792
6.38,17575.89603055851
6.39,17575.561426024306
6.4,17575.226739623948
6.41,17574.89197130119
6.42,17574.55712099978
6.43,17574.22218866343
6.44,17573.887174235908
6.45,17573.552077660905
6.46,17573.216898882154
6.47,17572.881637843366
6.48,17572.54629448819
6.49,17572.210868760358
6.5,17571.875360603517
6.51,17571.539769961353
6.52,17571.204096777532
6.53,17570.868340995712
6.54,17570.53250255951
6.55,17570.19658141257
6.56,17569.860577498526
6.57,17569.524490760992
6.58,17569.188321143585
6.59,17568.85206858989
6.6,17568.515733043518
6.61,17568.179314448036
6.62,17567.842812747047
6.63,17567.50622788406
6.64,17567.16955980271
6.65,17566.83280844649
6.66,17566.495973758963
6.67,17566.15905568364
6.68,17565.822054164088
6.69,17565.484969143785
6.7,17565.147800566236
6.71,17564.810548374953
6.72,17564.473212513436
6.73,17564.13579292513
6.74,17563.798289553557
6.75,17563.460702342145
6.76,17563.123031234318
6.77,17562.78527617359
6.78,17562.447437103358
6.79,17562.10951396706
6.8,17561.7715067081
6.81,17561.433415269927
6.82,17561.0952395959
6.83,17560.75697962944
6.84,17560.418635313923
6.85,17560.08020659272
6.86,17559.74169340919
6.87,17559.403095706708
6.88,17559.06441342863
6.89,17558.725646518276
6.9,17558.386794918995
6.91,17558.0478585741
6.92,17557.7088374269
6.93,17557.369731420735
6.94,17557.030540498854
6.95,17556.691264604564
6.96,17556.35190368116
6.97,17556.012457671884
6.98,17555.67292652004
6.99,17555.33331016883
7.0,17554.993608561548
7.01,17554.65382164138
7.02,17554.31394935158
7.03,17553.973991635376
7.04,17553.63394843594
7.05,17553.29381969652
7.06,17552.953605360242
7.07,17552.613305370352
7.08,17552.272919670017
7.09,17551.932448202337
7.1,17551.591890910542
7.11,17551.251247737742
7.12,17550.910518627086
7.13,17550.569703521694
7.14,17550.22880236467
7.15,17549.88781509916
7.16,17549.546741668244
7.17,17549.205582015016
7.18,17548.86433608258
7.19,17548.523003813993
7.2,17548.181585152306
7.21,17547.840080040605
7.22,17547.49848842192
7.23,17547.156810239303
7.24,17546.815045435775
7.25,17546.473193954334
7.26,17546.13125573803
7.27,17545.78923072987
7.28,17545.44711887281
7.29,17545.10492010986
7.3,17544.762634384
7.31,17544.420261638177
7.32,17544.07780181537
7.33,17543.735254858504
7.34,17543.39262071053
7.35,17543.049899314377
7.36,17542.707090612985
7.37,17542.364194549238
7.38,17542.021211066058
7.39,17541.67814010635
7.4,17541.334981612956
7.41,17540.99173552881
7.42,17540.648401796727
7.43,17540.3049803596
7.44,17539.961471160237
7.45,17539.617874141546
7.46,17539.274189246276
7.47,17538.93041641732
7.48,17538.586555597434
7.49,17538.24260672946
7.5,17537.898569756166
7.51,17537.554444620368
7.52,17537.210231264806
7.53,17536.865929632262
7.54,17536.521539665504
7.55,17536.177061307277
7.56,17535.832494500293
7.57,17535.48783918731
7.58,17535.143095311058
7.59,17534.79826281421
7.6,17534.45334163948
7.61,17534.10833172957
7.62,17533.76323302719
7.63,17533.41804547497
7.64,17533.07276901559
7.65,17532.727403591714
7.66,17532.381949145987
7.67,17532.036405621027
7.68,17531.690772959486
7.69,17531.34505110398
7.7,17530.999239997087
7.71,17530.65333958145
7.72,17530.307349799652
7.73,17529.96127059424
7.74,17529.61510190783
7.75,17529.26884368297
7.76,17528.922495862196
7.77,17528.576058388073
7.78,17528.229531203113
7.79,17527.88291424988
7.8,17527.536207470846
7.81,17527.18941080857
7.82,17526.842524205487
7.83,17526.49554760413
7.84,17526.148480946962
7.85,17525.801324176467
7.86,17525.454077235074
7.87,17525.10674006528
7.88,17524.759312609465
7.89,17524.411794810123
7.9,17524.064186609634
7.91,17523.716487950434
7.92,17523.368698774924
7.93,17523.02081902548
7.94,17522.67284864451
7.95,17522.32478757438
7.96,17521.976635757455
7.97,17521.62839313609
7.98,17521.28005965261
7.99,17520.931635249402
8.0,17520.583119868774
8.01,17520.234513453008
8.02,17519.88581594446
8.03,17519.537027285427
8.04,17519.18814741817
8.05,17518.83917628498
8.06,17518.490113828142
8.07,17518.140959989905
8.08,17517.791714712523
8.09,17517.442377938238
8.1,17517.092949609298
8.11,17516.74342966791
8.12,17516.39381805626
8.13,17516.044114716613
8.14,17515.694319591137
8.15,17515.344432622
8.16,17514.9944537514
8.17,17514.64438292151
8.18,17514.29422007445
8.19,17513.94396515239
8.2,17513.593618097464
8.21,17513.2431788518
8.22,17512.892647357534
8.23,17512.542023556744
8.24,17512.191307391557
8.25,17511.840498804035
8.26,17511.48959773627
8.27,17511.138604130334
8.28,17510.787517928293
8.29,17510.436339072185
8.3,17510.08506750405
8.31,17509.733703165934
8.32,17509.382245999856
8.33,17509.030695947822
8.34,17508.67905295182
8.35,17508.327316953866
8.36,17507.975487895943
8.37,17507.62356571999
8.38,17507.271550368012
8.39,17506.919441781945
8.4,17506.567239903754
8.41,17506.21494467533
8.42,17505.862556038624
8.43,17505.510073935548
8.44,17505.15749830802
8.45,17504.804829097917
8.46,17504.452066247126
8.47,17504.09920969753
8.48,17503.746259391006
8.49,17503.39321526937
8.5,17503.04007727452
8.51,17502.686845348246
8.52,17502.333519432417
8.53,17501.98009946882
8.54,17501.62658539929
8.55,17501.272977165587
8.56,17500.919274709515
8.57,17500.56547797288
8.58,17500.211586897418
8.59,17499.857601424883
8.6,17499.50352149705
8.61,17499.149347055627
8.62,17498.79507804236
8.63,17498.44071439899
8.64,17498.086256067192
8.65,17497.731702988644
8.66,17497.377055105102
8.67,17497.022312358207
8.68,17496.66747468963
8.69,17496.31254204102
8.7,17495.957514354046
8.71,17495.602391570337
8.72,17495.24717363154
8.73,17494.891860479245
8.74,17494.536452055087
8.75,17494.180948300665
8.76,17493.825349157545
8.77,17493.469654567332
8.78,17493.11386447158
8.79,17492.757978811856
8.8,17492.401997529727
8.81,17492.045920566703
8.82,17491.689747864333
8.83,17491.333479364133
8.84,17490.977115007612
8.85,17490.620654736285
8.86,17490.264098491618
8.87,17489.907446215097
8.88,17489.550697848204
8.89,17489.193853332385
8.9,17488.836912609127
8.91,17488.479875619818
8.92,17488.122742305906
8.93,17487.765512608832
8.94,17487.408186469984
8.95,17487.05076383077
8.96,17486.693244632574
8.97,17486.335628816803
8.98,17485.977916324788
8.99,17485.620107097908
9.0,17485.262201077512
9.01,17484.904198204942
9.02,17484.546098421517
9.03,17484.187901668567
9.04,17483.82960788739
9.05,17483.471217019312
9.06,17483.112729005592
9.07,17482.754143787515
9.08,17482.39546130636
9.09,17482.03668150339
9.1,17481.677804319825
9.11,17481.31882969694
9.12,17480.959757575936
9.13,17480.600587898032
9.14,17480.241320604466
9.15,17479.881955636414
9.16,17479.52249293504
9.17,17479.162932441566
9.18,17478.80327409714
9.19,17478.443517842898
9.2,17478.083663620033
9.21,17477.723711369636
9.22,17477.363661032876
9.23,17477.00351255082
9.24,17476.643265864604
9.25,17476.282920915328
9.26,17475.922477644046
9.27,17475.561935991886
9.28,17475.20129589987
9.29,17474.840557309068
9.3,17474.47972016053
9.31,17474.118784395258
9.32,17473.757749954315
9.33,17473.39661677869
9.34,17473.03538480943
9.35,17472.67405398745
9.36,17472.312624253795
9.37,17471.951095549415
9.38,17471.58946781529
9.39,17471.227740992344
9.4,17470.865915021535
9.41,17470.503989843794
9.42,17470.14196540005
9.43,17469.779841631185
9.44,17469.417618478117
9.45,17469.05529588173
9.46,17468.69287378294
9.47,17468.33035212255
9.48,17467.96773084148
9.49,17467.605009880543
9.5,17467.24218918057
9.51,17466.879268682413
9.52,17466.516248326894
9.53,17466.15312805479
9.54,17465.78990780693
9.55,17465.426587524056
9.56,17465.063167147007
9.57,17464.699646616515
9.58,17464.336025873286
9.59,17463.972304858133
9.6,17463.608483511776
9.61,17463.24456177493
9.62,17462.88053958829
9.63,17462.516416892588
9.64,17462.152193628495
9.65,17461.7878697367
9.66,17461.423445157896
9.67,17461.058919832692
9.68,17460.694293701785
9.69,17460.329566705805
9.7,17459.96473878536
9.71,17459.599809881074
9.72,17459.234779933584
9.73,17458.869648883458
9.74,17458.50441667129
9.75,17458.139083237653
9.76,17457.773648523136
9.77,17457.408112468274
9.78,17457.042475013608
9.79,17456.676736099696
9.8,17456.310895667015
9.81,17455.944953656115
9.82,17455.578910007487
9.83,17455.212764661646
9.84,17454.846517559043
9.85,17454.480168640166
9.86,17454.113717845466
9.87,17453.747165115397
9.88,17453.3805103904
9.89,17453.01375361091
9.9,17452.64689471732
9.91,17452.279933650058
9.92,17451.912870349523
9.93,17451.54570475608
9.94,17451.178436810133
9.95,17450.81106645202
9.96,17450.443593622116
9.97,17450.076018260737
9.98,17449.70834030826
9.99,17449.34055970496
10.0,17448.972676391186
10.01,17448.604690307213
10.02,17448.23660139334
10.03,17447.868409589853
10.04,17447.500114837007
10.05,17447.131717075066
10.06,17446.76321624427
10.07,17446.394612284887
10.08,17446.025905137107
10.09,17445.657094741146
10.1,17445.288181037235
10.11,17444.919163965544
10.12,17444.550043466268
10.13,17444.18081947958
10.14,17443.811491945635
10.15,17443.442060804588
10.16,17443.072525996573
10.17,17442.702887461714
10.18,17442.333145140143
10.19,17441.963298971976
10.2,17441.593348897284
10.21,17441.22329485615
10.22,17440.853136788675
10.23,17440.482874634916
10.24,17440.112508334918
10.25,17439.74203782873
10.26,17439.371463056385
10.27,17439.00078395791
10.28,17438.630000473295
10.29,17438.259112542557
10.3,17437.888120105654
10.31,17437.517023102617
10.32,17437.145821473358
10.33,17436.774515157875
10.34,17436.403104096087
10.35,17436.031588227946
10.36,17435.659967493386
10.37,17435.288241832277
10.38,17434.916411184557
10.39,17434.544475490093
10.4,17434.17243468878
10.41,17433.800288720464
10.42,17433.428037525046
10.43,17433.05568104233
10.44,17432.6832192122
10.45,17432.31065197443
10.46,17431.937979268867
10.47,17431.565201035293
10.48,17431.192317213507
10.49,17430.819327743317
10.5,17430.446232564456
10.51,17430.073031616685
10.52,17429.699724839767
10.53,17429.32631217345
10.54,17428.952793557466
10.55,17428.579168931483
10.56,17428.20543823526
10.57,17427.83160140844
10.58,17427.457658390744
10.59,17427.08360912184
10.6,17426.709453541374
10.61,17426.335191588983
10.62,17425.960823204357
10.63,17425.58634832706
10.64,17425.21176689676
10.65,17424.83707885303
10.66,17424.46228413547
10.67,17424.08738268371
10.68,17423.712374437226
10.69,17423.337259335658
10.7,17422.962037318546
10.71,17422.586708325398
10.72,17422.21127229576
10.73,17421.835729169154
10.74,17421.460078885084
10.75,17421.084321383027
10.76,17420.708456602508
10.77,17420.33248448295
10.78,17419.95640496384
10.79,17419.580217984603
10.8,17419.203923484725
10.81,17418.8275214036
10.82,17418.451011680652
10.83,17418.07439425531
10.84,17417.697669066914
10.85,17417.32083605489
10.86,17416.94389515861
10.87,17416.566846317426
10.88,17416.18968947068
10.89,17415.8124245577
10.9,17415.435051517852
10.91,17415.057570290446
10.92,17414.679980814737
10.93,17414.302283030083
10.94,17413.924476875734
10.95,17413.54656229096
10.96,17413.168539215025
10.97,17412.79040758718
10.98,17412.412167346665
10.99,17412.033818432705
11.0,17411.655360784527
11.01,17411.276794341302
11.02,17410.89811904225
11.03,17410.519334826564
11.04,17410.14044163338
11.05,17409.761439401886
11.06,17409.38232807123
11.07,17409.003107580527
11.08,17408.62377786889
11.09,17408.244338875476
11.1,17407.864790539374
11.11,17407.48513279966
11.12,17407.105365595413
11.13,17406.725488865726
11.14,17406.34550254965
11.15,17405.9654065862
11.16,17405.585200914444
11.17,17405.204885473406
11.18,17404.82446020208
11.19,17404.443925039483
11.2,17404.063279924583
11.21,17403.68252479638
11.22,17403.301659593828
11.23,17402.920684255892
11.24,17402.539598721523
11.25,17402.15840292962
11.26,17401.777096819133
11.27,17401.395680328977
11.28,17401.01415339803
11.29,17400.632515965197
11.3,17400.250767969344
11.31,17399.868909349323
11.32,17399.48694004401
11.33,17399.104859992232
11.34,17398.722669132836
11.35,17398.340367404617
11.36,17397.957954746387
11.37,17397.575431096968
11.38,17397.192796395117
11.39,17396.810050579614
11.4,17396.42719358924
11.41,17396.044225362708
11.42,17395.661145838763
11.43,17395.277954956175
11.44,17394.894652653595
11.45,17394.5112388698
11.46,17394.127713543417
11.47,17393.744076613162
11.48,17393.360328017687
11.49,17392.97646769569
11.5,17392.592495585774
11.51,17392.20841162657
11.52,17391.824215756726
11.53,17391.43990791486
11.54,17391.055488039547
11.55,17390.67095606939
11.56,17390.286311942993
11.57,17389.90155559886
11.58,17389.516686975592
11.59,17389.131706011718
11.6,17388.746612645784
11.61,17388.36140681628
11.62,17387.976088461735
11.63,17387.59065752065
11.64,17387.2051139315
11.65,17386.819457632762
